5416.77,5429.08
5450.28,5463.28
5465.3,5478.59
5371.22,5382.63
5384.65,5396.32
5202.28,5210.32
5318.49,5328.85
5305.89,5316
5264.91,5274.2
5249.32,5258.3
5104.3,5110.39
5081.47,5087.1
5089.36,5095.15
5150.55,5157.56
5105.78,5111.89
5279.17,5288.74
5265.96,5275.27
5280.96,5290.56
5348.4,5359.36
5352.7,5363.73
5400.1,5412.08
5390.69,5402.5
5409.5,5421.68
5424.01,5436.46
5454.18,5467.25
5485.55,5499.25
5473.47,5486.93
5474.62,5488.1
5439.68,5452.44
5388.3,5400.06
5379.13,5390.69
5389.41,5401.18
5440.63,5453.42
5426.29,5438.81
5411.07,5423.27
5347,5357.93
5315.69,5326
5352.34,5363.37
5304.33,5314.41
5290.04,5299.84
5206.83,5214.96
5262.31,5271.55
5309,5319.18
5304.37,5314.45
5343.48,5354.35
5364.1,5375.38
5369.09,5380.46
5352.74,5363.78
5326.43,5336.96
5335.57,5346.28
5329.68,5340.27
5377.92,5389.48
5417.86,5430.2
5377.76,5389.31
5409.23,5421.39
5401.33,5413.34
5371.47,5382.89
5355.64,5366.75
5381.59,5393.22
5393.94,5405.81
5330.14,5340.74
5346.45,5357.37
5320.67,5331.07
5327.54,5338.09
5318.72,5329.08
5195.5,5203.4
5171.73,5179.16
5199.49,5207.48
5184.14,5191.82
5173.2,5180.66
5118.43,5124.8
5087.94,5093.7
4997.35,5001.3
5055.99,5061.11
5045.91,5050.83
5045.7,5050.61
4958.93,4962.11
4890.9,4892.72
4970.35,4973.76
5080.67,5086.28
5126.08,5132.6
5128.76,5135.33
5196.78,5204.72
5217.87,5226.22
5245.89,5254.8
5267.92,5277.28
5233.76,5242.43
5299.47,5309.45
5296.07,5305.98
5342.9,5353.75
5371.52,5382.94
5420.98,5433.37
5445.57,5458.45
5470.23,5483.61
5433.98,5446.65
5381.01,5392.61
5467.02,5480.33
5465.25,5478.54
5453.11,5466.14
5458.42,5471.58
5468.29,5481.62
5390.02,5401.81
5383.35,5395
5367.33,5378.68
5331.91,5342.54
5246.91,5255.84
5330.97,5341.57
5352.12,5363.16
5349.04,5360.01
5353.41,5364.46
5379.01,5390.57
5427.37,5439.92
5484.01,5497.66
5515.05,5529.34
5520.87,5535.24
5502.3,5516.33
5514.54,5528.81
5535.05,5549.7
5523.3,5537.74
5557.28,5572.38
5572.36,5587.79
5567.84,5583.19
5561.08,5576.28
5552.5,5567.52
5576.8,5592.29
5633.13,5649.72
5676.16,5693.61
5698.64,5716.54
5738.43,5757.1
5701.69,5719.72
5759.14,5778.26
5766.65,5785.94
5824.39,5844.8
5827.84,5848.29
5842.07,5862.8
5853.11,5874.15
5874.15,5895.57
5965.99,5989.18
5977.92,6001.3
6045.74,6070.64
6045.52,6070.42
6077.8,6103.23
6123.85,6150.13
6107.44,6133.43
6218.46,6246.65
6221.59,6249.7
6297.75,6327.51
6285.68,6314.99
6353.45,6384.25
6318.9,6349
6484.14,6517.76
6709.93,6747.6
6657.57,6694.35
6426.17,6458.5
6559.98,6594.65
6632.84,6669.09
6603.65,6639.16
6746.28,6784.8
6862.11,6903.16
6889.05,6930.31
6905.93,6947.27
6953.17,6996.03
6798.12,6837.36
6748.62,6787.04
6869.29,6910.46
6950.1,6992.57
7015.16,7059.29
6968.18,7010.82
7091.12,7136.92
7154.83,7201.63
7157.64,7204.79
7196.75,7244.68
7238.92,7286.63
7342.62,7393.18
7402.96,7454.98
7509.76,7563.53
7579.98,7634.51
7733.36,7791.59
7865.94,7926.87
7925.92,7986.97
8180.97,8247.99
8253.34,8320.66
8285.48,8353.87
8261.28,8329.25
8404.49,8476.31
8206.16,8273.48
8496.36,8570.02
8792.7,8871.24
8863.34,8942.41
9218.63,9303.7
9588.46,9493.89
9574.11,9667.1
9603.73,9510.77
10000.17,9896.97
10304.72,10196.68
10079.2,10184.66
9638.17,9725.07
9499.42,9593.33
9098.48,9182.91
8698.88,8776.02
8315.67,8384.2
7964.95,8026.82
7709.95,7767.43
7853.26,7912.27
8084.37,8149.18
7770.52,7829.09
7596.87,7650.86
8052,8116.84
7821.18,7881.03
7614.71,7670.77
7785.05,7843.41
7593.3,7648.25
7244.55,7293.1
6939.64,6982.1
7123.5,7169.02
7202.96,7250.37
7512.91,7566.12
7235.91,7283.63
6953.64,6996.52
7031.55,7075.38
7101.83,7147.22
6997.33,7040.63
7163.75,7210.96
7276.65,7325.83
7145.75,7191.82
7104.65,7149.82
6833.6,6873.82
6887.94,6929.07
6899.59,6941.22
7097.52,7143.38
7183.25,7230.12
7384.98,7436.27
7367.7,7417.94
7497.66,7550.69
7284.08,7333.66
7411.33,7463
7315.59,7364.66
7437.79,7489.97
7348.37,7398.82
7413.93,7465.48
7300.09,7350.05
6984.22,7027.84
7035.38,7079.34
6942.56,6985.04
6665.06,6701.95
6467.15,6500.18
6708.48,6746.64
6860.15,6900.72
7020.37,7064.28
7323.75,7373.43
7213.17,7261.1
7104.24,7149.91
7391.25,7441.91
7263.04,7311.96
7307.24,7356.76
7345.29,7395.26
7442.29,7494.38
7370.87,7422.22
7489.18,7542.46
7331.27,7380.73
7398.73,7450.35
7665.57,7722.31
7490.66,7544.25
7409.84,7461.32
7417.68,7469.92
7350.46,7400.55
7255.5,7304.14
7504.3,7557.28
7524.39,7578.37
7464.6,7516.89
7408.55,7459.78
7517.92,7571.39
7531.17,7584.86
7590.39,7645.89
7588.94,7644.42
7553.76,7608.78
7512.02,7566.11
7481.34,7534.91
7471.72,7523.83
7535.81,7589.46
7438.61,7490.8
7320.45,7370.42
7411.95,7463.91
7411.4,7462.63
7353.85,7403.94
7306.01,7355.47
7301.79,7351.35
7218.8,7266
7215.17,7263.04
7178.93,7226.26
7195.1,7242.68
7325.13,7374.81
7442.04,7494.28
7404.8,7456.79
7418.61,7470.12
7315.52,7365.41
7184.48,7231.67
7065.15,7110
6970.7,7013.54
7150.65,7197.12
7123.47,7169.61
7139.09,7185.35
7099.23,7144.57
7311.92,7361.45
7590.54,7645.75
7559,7614.17
7514.04,7568.03
7555.98,7609.83
7585.69,7640.08
7691.7,7748.88
7746.86,7804.77
7799.11,7858.1
7768.98,7827.87
7789.76,7849.51
7850.51,7911.3
7807.8,7867.65
7804.38,7863.75
7884.29,7945.82
7889.24,7949.8
7892.57,7953
7895.47,7955.98
7956.52,8019.1
7979.92,8041.36
7934.54,7996.05
7972.97,8034.82
8066,8130.86
8187.11,8253.84
8186.08,8252.88
8179.9,8246.42
8217.5,8283.75
8194.64,8261.64
8195.69,8262.8
8151.6,8217.14
8225.66,8292.36
8327.87,8397.7
8424.51,8495.66
8579.63,8653.29
8540.24,8613.37
8542.4,8615.7
8520.82,8593.59
8622.93,8697.43
8792.07,8871.22
8762.14,8840.96
8860.9,8941.42
8900.9,8982.2
8669.39,8744.92
8872.96,8953.85
8557.95,8630.2
8290.32,8359.64
8408.62,8480.52
8316.21,8384.41
8235.12,8303.3
8319.29,8388.25
8247.37,8314.21
8436.62,8507.34
8661.46,8738.28
8690.97,8767.23
8792.22,8872.04
8793.93,8873.67
8835.26,8915.21
8889.75,8969.92
8895.68,8975.41
8864.04,8909.47
8933.51,9013.74
8960.8,9043.87
9006.4,9086.96
9016.34,9099.15
9073.14,8988.93
9064.39,8980.42
9147.02,9231.38
9134.55,9220.35
9026.59,9109.21
9081.03,9098.08
9208.12,9295.8
9344.84,9435.67
9396.5,9484.88
9369.34,9460.5
9418.35,9509.86
9431.81,9524.21
9459.72,9552.7
9451.32,9358.44
9403.54,9374.83
9490.61,9580.71
9514.83,9608.96
9379.7,9468.74
9482.08,9574.08
9504.43,9413.39
9471.7,9499.47
9491.47,9584.24
9372.57,9461.81
9447.42,9355.58
9466.94,9559.32
9497.55,9590.58
9556.61,9650.51
9672.47,9576.19
9766.9,9667.67
9853.65,9953.03
9908.29,9806.4
9886.3,9786.33
9990.19,10093.96
10093.48,10196.55
10166,10060.68
10235.17,10126.89
10259.87,10366.52
10227.87,10121.16
10346.55,10238.63
10169.68,10065.08
10213.26,10105.22
10304.87,10195.33
10447.56,10339.12
10527.84,10641.09
10523.37,10410.3
10497.07,10385.6
10465.56,10354.78
10726.46,10610.43
10801.09,10683.44
10914.58,10793.73
11052.86,10928.3
11218.61,11091.31
10920.09,10798.3
11259.32,11131.04
11177.91,11052.74
11352.63,11222.36
11443.35,11310.54
11537.5,11404.29
11446.33,11313.77
11609.85,11473.97
11546.79,11414.52
11191.74,11064.01
11456.12,11323.89
11473.99,11341.69
11381.25,11250.45
11415.29,11284.44
10947.42,10828.32
11086.3,10962.15
10598.38,10486.11
10804.35,10685.11
10474.2,10364.81
10094.81,10199.94
10436.53,10325.43
10393.87,10284.9
10689.36,10574.86
10951.08,10829.47
11028.22,10905.84
11130.13,11004.14
11278.45,11151.37
11459.58,11328.88
11402.22,11272.91
11449.52,11317.48
11414.34,11285.41
11568.69,11435.5
11485.9,11353.01
11573.94,11441.23
11664.97,11529.17
11666.38,11529.74
11684.79,11549.42
11936.59,11794.25
11992.23,11849.49
12060.99,11917.61
12136.83,11990.39
12273.82,12124.88
12115.46,11969.58
12048.14,11904.86
12075.75,11930.67
12007.6,11864.74
11802.6,11664.58
11941.8,11800.15
11910,11768.58
11683.7,11546.2
11342.1,11212.36
11572.9,11438.1
11728.1,11590.49
11690.2,11553.23
11686.4,11550.01
11775.5,11636.42
11576.8,11442.52
11571.8,11437.88
11531.3,11399.81
11511.5,11377.64
11096.8,10975.05
10706.9,10592.33
11094.4,10970.61
10687.8,10571.77
10861.3,10742.56
10930.5,10808.4
10932.5,10810.82
11116.8,10992.91
11018.8,10897.53
10660.3,10546.57
10247.6,10313.22
10118.7,10184.73
9800.69,9899.09
10183.7,10077.18
10346.2,10370.06
10373.8,10263.84
10531.8,10420.28
10202.3,10308.14
9775.04,9678.61
9849.83,9751.34
9732.86,9803.87
9314.91,9404.91
8766.98,8844.83
9177.46,9263.34
9607.11,9511.62
9943.83,9965.25
10105.1,10001.01
10103.3,9997.78
10171,10064.68
9807.53,9708.79
9404.7,9495.42
9041.62,9122.29
9434.15,9526.26
9841.43,9940.83
9989.41,10089.3
9603.65,9699.44
9829.4,9730.49
9936.33,9834.13
9916.08,10017.02
9836.04,9934.78
9504.47,9597.59
9655.93,9752.03
9920.66,10022.7
10014.8,9912.53
10027,9933.83
9947.8,10050.58
10191.8,10086.03
10198.7,10093.02
10198.3,10305.14
10257.6,10365.34
10350.6,10240.57
10401.1,10289.98
10343.6,10449.17
10430.7,10320.74
10353.5,10243.07
10497.6,10448.53
10507,10394.39
10558.3,10443.75
10667.4,10550.95
10405.21,10515.42
10374.36,10263.15
10359.06,10260.61
10425.46,10314.39
10507.52,10394.21
10590.59,10478.49
10617.11,10500.83
10640.71,10527.31
10641.31,10628.23
10705.87,10589.34
10705.32,10822.74
10856.74,10737.37
11031.08,10907.68
11105.34,10980.38
11272.33,11143.51
11348.62,11220.28
11589.64,11455.98
11632.04,11498.09
11728.08,11590.74
11867.09,11728.05
11844.65,11704.73
11629.75,11494.27
11643.53,11508.19
11454.76,11323.43
11467.96,11337.64
11379.4,11249.86
11577.76,11442.51
11463.18,11330.41
11520.62,11387.31
11542.98,11409.08
11607.84,11472.86
11393.97,11262.82
11376.12,11245.77
11179.97,11054.75
11207.79,11082.77
11133.35,11008.74
10899.71,10778.74
10923.9,10803.31
11146.27,11020.07
11283.87,11154.84
11413.12,11282.09
11407.87,11275.96
11404.95,11274.95
11276.66,11148.44
11310.9,11181.18
11374.03,11243.14
11141.29,11015.27
11331.35,11203.46
11296.62,11166.97
11294.98,11165.65
11301.62,11172.38
11328.47,11198.36
11233.56,11106.42
11221.51,11095.66
11271.5,11143.78
11276.51,11148.32
11432.74,11302.73
11414.86,11285.71
11596.08,11462.14
11655.64,11520.64
11676.59,11539.6
11773.9,11635.66
11894.96,11753.21
11905.92,11764.22
11977.74,11835.76
12004.59,11861.44
10772.5,10655.03
10846.7,10726.42
10828.9,10710.36
10655.5,10539.31
10525.9,10413.94
10406.4,10515.8
10317.4,10208.22
10576.7,10461.54
10557.2,10671.82
10562.8,10452.04
10481.6,10593.59
10220.7,10114.49
10244.6,10139.31
9955.23,9852.95
9584.79,9489.56
9876.51,9777.46
9942.87,10042.43
10086.15,9981.04
10064.13,9960.06
10170.97,10276.25
10125.91,10232.41
10001.7,9898.97
10068.7,10085.42
9927.1,9867.34
9965.21,10068.37
9892.77,9793.43
10157.17,10050.11
9988.63,10090.8
10028.5,9924.25
9984.57,10084.14
9876.4,9777.05
9908.85,9807.68
10032.57,10076.96
10155.1,10049.71
10306.75,10198.58
10252.15,10143.15
10305.43,10196.3
10386.52,10497.15
10528.69,10416.07
10512.48,10401.76
10616.24,10501.52
10592.72,10704.49
10743.55,10626.04
10855.82,10736.09
10926.91,10806.83
10942.75,10821.64
10959.71,10837
10886.42,10767.49
10880.2,10759.43
10924.5,10802.06
10909.31,10787.45
11167.04,11042.62
11399.83,11268.68
11565.25,11431.86
11528.27,11395.9
11327.71,11199.05
11010.59,10888.3
10945.35,10823.14
11246.71,11118.01
11012.4,10891.66
11017.51,10893.43
10973.08,10850.62
10739.45,10623.22
10743.84,10625.94
10869.32,10928.54
10811.86,10691.92
10850.04,10733
10705.87,10593.05
10430.66,10318.6
10622.55,10507.28
10646.26,10531.02
10867.11,10746.5
10870.9,10751.13
10750.41,10633.27
10762.16,10645.92
10594.57,10479.82
10618.75,10680.28
10388.19,10278.73
10416,10303.88
10550.16,10436.28
10677.38,10560.42
10642.68,10526.34
10561.97,10557.66
10584.48,10469.65
10644.36,10528.22
10587.09,10472.17
10604.44,10490.52
10551.87,10438.65
10341.41,10451.24
10055.65,9951.19
10182.33,10079.55
9923.11,9820.76
9893.99,9995.81
10025.34,9988.1
10031.46,9928.14
10058.46,9957.39
10040.5,9938.61
10066.32,9963.38
10184.52,10260.83
10147.36,10254.16
10235.96,10128.34
